Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2025-08-08,1,34.17,55.1,0,5134.16
2025-08-09,1,33.59,62.04,0,4508.92
2025-08-10,1,32.48,59.15,0,4724.98
2025-08-11,1,35.33,58.17,0,4994.97
2025-08-12,1,33.81,52.68,0,5274.68
2025-08-13,1,34.85,44.83,0,4999.53
2025-08-14,1,34.6,55.45,0,5069.28
2025-08-15,1,36.69,52.52,0,5410.49
2025-08-16,1,32.84,60.71,0,4751.93
2025-08-17,1,36.91,52.57,0,5124.87
2025-08-18,1,32.54,59.29,0,4795.05
2025-08-19,1,34.48,60.25,0,5292.46
2025-08-20,1,35.11,64.16,0,5420.1
2025-08-21,1,30.41,58.9,0,4749.47
2025-08-22,1,31.79,58.61,0,4829.19
2025-08-23,1,32.74,57.55,0,4771.17
2025-08-24,1,32.4,64.79,0,4792.9
2025-08-25,1,32.25,53.32,0,5072.19
2025-08-26,1,32.34,60.05,0,5000.63
2025-08-27,1,32.59,60.25,0,4996.29
2025-08-28,1,26.66,65.17,0,4063.69
2025-08-29,1,31.32,62.15,0,4687.65
2025-08-30,1,32.62,56.37,0,4758.34
2025-08-31,1,31.35,67.83,0,4480.44
2025-09-01,1,30.76,60.02,0,4716.92
2025-09-02,1,30.08,65.34,0,4649.51
2025-09-03,1,31.21,61.0,0,4625.1
2025-09-04,1,30.16,66.21,0,4460.63
2025-09-05,1,32.52,61.25,0,4971.33
2025-09-06,1,33.2,60.31,1,5212.03
2025-09-07,1,32.88,57.18,0,4941.65
2025-09-08,1,34.71,66.32,0,5128.97
2025-09-09,1,33.29,62.27,0,5027.53
2025-09-10,1,34.05,57.59,0,5001.82
2025-09-11,1,33.82,58.11,0,5174.81
2025-09-12,1,32.36,63.0,1,5343.47
2025-09-13,1,34.78,54.93,0,4777.43
2025-09-14,1,31.13,60.47,0,4557.91
2025-09-15,1,33.14,60.43,0,5064.05
2025-09-16,1,32.79,48.5,0,4564.48
2025-09-17,1,31.57,59.97,0,5055.24
2025-09-18,1,31.36,57.69,1,5376.11
2025-09-19,1,30.6,65.74,0,4899.6
2025-09-20,1,31.05,55.74,0,4738.02
2025-09-21,1,29.76,57.72,0,4392.57
2025-09-22,1,29.9,56.69,0,4459.85
2025-09-23,1,28.42,63.18,0,4294.82
2025-09-24,1,30.38,61.97,0,4750.22
2025-09-25,1,28.62,61.83,0,4479.08
2025-09-26,1,29.32,58.91,1,5085.26
2025-09-27,1,28.19,70.26,0,4347.46
2025-09-28,1,25.89,63.68,0,3957.78
2025-09-29,1,27.73,70.1,0,4413.07
2025-09-30,1,29.47,63.48,0,4720.8
2025-10-01,1,27.66,64.24,0,4219.17
2025-10-02,1,25.58,68.58,0,4194.5
2025-10-03,1,27.96,67.58,0,4401.96
2025-10-04,1,29.9,70.11,0,4720.13
2025-10-05,1,30.17,67.74,0,4659.39
2025-10-06,1,29.4,57.25,0,4393.04
2025-10-07,1,27.79,70.54,0,4795.79
2025-10-08,1,28.71,57.65,0,4589.71
2025-10-09,1,29.34,68.69,0,4724.19
2025-10-10,1,27.92,66.41,1,5023.24
2025-10-11,1,28.99,62.52,0,4736.8
2025-10-12,1,29.11,62.22,0,4268.96
2025-10-13,1,28.73,60.37,0,4544.54
2025-10-14,1,30.68,62.74,0,4743.42
2025-10-15,1,28.59,72.68,0,4261.55
2025-10-16,1,27.46,65.1,0,4539.08
2025-10-17,1,27.26,70.36,0,4510.49
2025-10-18,1,28.68,65.65,0,4520.55
2025-10-19,1,27.0,65.65,0,3793.85
2025-10-20,1,24.35,61.79,0,4112.85
2025-10-21,1,23.73,63.37,0,4567.64
2025-10-22,1,27.88,63.22,1,4936.99
2025-10-23,1,22.24,69.02,0,4142.38
2025-10-24,1,22.27,65.87,0,4198.46
2025-10-25,1,24.76,61.31,0,3874.34
2025-10-26,1,24.8,67.93,0,3988.54
2025-10-27,1,24.24,71.57,0,4476.98
2025-10-28,1,25.03,66.74,1,5235.79
2025-10-29,1,26.33,61.01,0,4615.0
2025-10-30,1,22.15,63.78,0,4201.84
2025-10-31,1,23.6,66.16,0,4007.37
2025-11-01,1,22.68,81.62,0,4238.99
2025-11-02,1,23.43,68.82,0,3499.79
2025-11-03,1,22.43,61.56,0,3911.44
2025-11-04,1,26.47,67.48,0,4454.85
2025-11-05,1,25.96,63.69,0,4443.98
2025-11-06,1,24.29,72.36,0,4114.06
2025-11-07,1,23.72,64.18,0,3715.73
2025-11-08,1,25.56,70.47,0,4143.87
2025-11-09,1,26.33,71.46,1,5099.81
2025-11-10,1,24.15,78.54,0,4437.58
2025-11-11,1,25.59,67.09,0,4264.15
2025-11-12,1,23.18,75.92,0,4071.39
2025-11-13,1,25.57,65.77,0,4422.69
2025-11-14,1,24.82,78.78,0,4495.28
2025-11-15,1,24.66,74.3,0,4075.8
2025-11-16,1,23.96,66.78,0,4079.22
2025-11-17,1,24.51,78.36,0,4215.48
2025-11-18,1,23.73,68.26,1,4696.2
2025-11-19,1,24.99,72.37,1,5145.91
2025-11-20,1,19.2,64.94,0,4139.19
2025-11-21,1,22.14,66.29,0,4499.39
2025-11-22,1,22.52,73.61,0,3946.34
2025-11-23,1,18.01,77.55,0,3765.36
2025-11-24,1,19.76,69.28,0,4172.58
2025-11-25,1,17.53,79.93,0,4203.06
2025-11-26,1,16.82,72.54,0,3689.14
2025-11-27,1,19.72,69.56,0,4043.94
2025-11-28,1,20.78,77.62,0,4193.5
2025-11-29,1,20.81,67.46,0,3831.97
2025-11-30,1,19.64,75.77,0,4076.63
2025-12-01,1,21.98,75.71,0,4192.8
2025-12-02,1,21.91,65.03,0,4287.51
2025-12-03,1,21.53,76.89,0,4309.04
2025-12-04,1,22.36,87.88,0,4169.09
2025-12-05,1,22.32,76.66,0,4037.27
2025-12-06,1,25.23,74.04,0,4303.85
2025-12-07,1,22.08,73.63,0,3786.47
2025-12-08,1,22.91,83.95,0,4213.96
2025-12-09,1,21.84,73.25,0,4128.23
2025-12-10,1,23.89,65.22,0,4063.69
2025-12-11,1,23.13,68.94,0,4386.14
2025-12-12,1,23.85,66.57,0,4215.96
2025-12-13,1,20.1,76.96,0,4146.37
2025-12-14,1,22.36,76.96,0,4267.05
2025-12-15,1,17.79,77.45,0,3915.04
2025-12-16,1,21.58,82.55,1,4981.89
2025-12-17,1,19.77,74.42,0,4108.72
2025-12-18,1,21.28,67.41,0,4258.86
2025-12-19,1,19.94,80.76,0,4470.12
2025-12-20,1,19.32,77.44,1,4596.32
2025-12-21,1,20.34,79.09,0,4062.52
2025-12-22,1,19.71,76.29,0,3939.6
2025-12-23,1,20.44,84.79,0,4691.17
2025-12-24,1,19.81,83.38,0,4239.66
2025-12-25,1,17.94,81.99,0,4300.35
2025-12-26,1,16.86,85.08,0,4410.39
2025-12-27,1,19.15,77.99,0,3899.63
2025-12-28,1,16.0,83.0,0,4016.87
2025-12-29,1,16.0,75.68,0,4097.99
2025-12-30,1,19.0,72.81,0,4168.89
2025-12-31,1,19.16,91.38,0,4288.25
2025-01-01,2,20.7,78.17,0,5436.87
2025-01-02,2,19.42,91.25,0,5598.89
2025-01-03,2,19.68,84.47,0,5069.71
2025-01-04,2,19.45,84.87,0,4815.12
2025-01-05,2,16.56,75.05,0,4987.92
2025-01-06,2,19.76,79.81,0,5152.11
2025-01-07,2,17.73,91.97,0,5213.49
2025-01-08,2,20.2,81.98,0,5224.63
2025-01-09,2,18.2,85.21,0,5387.96
2025-01-10,2,16.0,84.7,0,5115.02
2025-01-11,2,17.81,78.68,0,4934.23
2025-01-12,2,16.46,84.5,0,5172.73
2025-01-13,2,16.58,80.05,0,5427.56
2025-01-14,2,18.99,80.1,0,4810.24
2025-01-15,2,18.8,91.37,0,5292.0
2025-01-16,2,19.99,85.04,0,4926.45
2025-01-17,2,19.9,77.14,0,5109.4
2025-01-18,2,17.28,76.42,0,4938.33
2025-01-19,2,20.08,78.6,0,5213.82
2025-01-20,2,20.43,69.86,0,5208.22
2025-01-21,2,21.38,84.8,0,5589.45
2025-01-22,2,19.82,84.88,0,5061.14
2025-01-23,2,23.44,77.18,0,5209.77
2025-01-24,2,21.25,87.02,0,4925.37
2025-01-25,2,20.27,83.75,0,4757.8
2025-01-26,2,20.3,78.12,0,4747.28
2025-01-27,2,20.29,77.46,0,5315.37
2025-01-28,2,20.76,78.85,0,5033.98
2025-01-29,2,19.09,77.42,0,4960.16
2025-01-30,2,20.62,84.68,0,5232.27
2025-01-31,2,19.76,83.44,0,4956.28
2025-02-01,2,17.96,83.28,0,4638.2
2025-02-02,2,19.88,87.69,0,5171.18
2025-02-03,2,18.1,82.52,0,4788.96
2025-02-04,2,20.13,76.72,0,4915.03
2025-02-05,2,16.62,83.45,0,5286.61
2025-02-06,2,19.07,84.13,0,5508.09
2025-02-07,2,16.86,83.95,0,5450.37
2025-02-08,2,16.36,83.08,0,5127.33
2025-02-09,2,18.69,81.83,0,5077.9
2025-02-10,2,18.22,83.1,0,5094.19
2025-02-11,2,19.55,95.0,0,5369.87
2025-02-12,2,18.04,86.4,0,5379.98
2025-02-13,2,21.1,82.2,0,4787.41
2025-02-14,2,22.08,82.41,0,4991.54
2025-02-15,2,19.12,83.51,0,5090.96
2025-02-16,2,22.25,71.63,0,4946.59
2025-02-17,2,20.88,74.14,0,4710.76
2025-02-18,2,22.5,72.85,0,5113.57
2025-02-19,2,23.61,78.59,0,5089.89
2025-02-20,2,24.1,81.82,0,5175.73
2025-02-21,2,20.4,83.86,0,5358.76
2025-02-22,2,22.99,91.92,0,5089.56
2025-02-23,2,25.46,84.1,1,6054.12
2025-02-24,2,23.01,81.4,0,5187.95
2025-02-25,2,20.75,82.36,0,5170.88
2025-02-26,2,20.64,86.71,0,5116.05
2025-02-27,2,22.36,72.98,0,5040.15
2025-02-28,2,24.27,75.85,0,5093.9
2025-03-01,2,22.65,79.55,0,4913.47
2025-03-02,2,19.83,75.45,0,5009.2
2025-03-03,2,20.0,84.28,0,5655.21
2025-03-04,2,19.04,83.96,0,5136.48
2025-03-05,2,21.41,69.52,0,5452.4
2025-03-06,2,20.36,83.21,0,5190.05
2025-03-07,2,20.02,70.78,0,5099.8
2025-03-08,2,19.31,83.3,0,4945.34
2025-03-09,2,21.54,74.28,1,5516.8
2025-03-10,2,19.81,91.86,1,6106.71
2025-03-11,2,19.55,79.77,0,5199.28
2025-03-12,2,20.94,81.19,0,4944.43
2025-03-13,2,20.63,86.13,0,5209.45
2025-03-14,2,20.55,82.14,0,5477.69
2025-03-15,2,22.81,73.3,0,4821.67
2025-03-16,2,21.74,82.19,0,5193.09
2025-03-17,2,21.94,77.34,0,5071.86
2025-03-18,2,25.05,81.21,0,5733.5
2025-03-19,2,22.55,80.25,0,5057.14
2025-03-20,2,23.58,73.8,0,5119.63
2025-03-21,2,23.19,83.54,0,5729.38
2025-03-22,2,24.64,78.55,0,5384.78
2025-03-23,2,27.16,77.74,0,5399.08
2025-03-24,2,24.28,85.68,1,6090.19
2025-03-25,2,22.61,74.64,0,5371.21
2025-03-26,2,27.68,67.75,0,5703.49
2025-03-27,2,23.83,78.5,0,5129.82
2025-03-28,2,23.5,77.1,0,5146.16
2025-03-29,2,25.19,75.18,0,5194.39
2025-03-30,2,25.39,75.14,0,4790.92
2025-03-31,2,26.27,76.46,0,5601.72
2025-04-01,2,22.63,69.26,0,5109.27
2025-04-02,2,25.35,74.71,0,5477.11
2025-04-03,2,25.54,75.51,0,5476.39
2025-04-04,2,26.35,79.36,0,5583.05
2025-04-05,2,25.66,84.38,0,5201.45
2025-04-06,2,25.36,77.02,0,5223.96
2025-04-07,2,25.05,77.33,0,5249.42
2025-04-08,2,26.3,71.37,0,5394.54
2025-04-09,2,25.53,68.88,0,4917.6
2025-04-10,2,24.5,71.48,1,6105.2
2025-04-11,2,23.78,78.68,0,5307.86
2025-04-12,2,25.64,72.58,1,6135.02
2025-04-13,2,25.9,68.78,0,4950.64
2025-04-14,2,27.74,79.42,0,5651.97
2025-04-15,2,25.94,78.95,0,5454.88
2025-04-16,2,27.95,71.16,0,5365.95
2025-04-17,2,25.74,66.39,0,5614.8
2025-04-18,2,29.73,64.32,1,6792.57
2025-04-19,2,27.57,74.48,0,5432.71
2025-04-20,2,27.16,75.18,0,5441.46
2025-04-21,2,30.48,67.68,0,5457.25
2025-04-22,2,29.01,69.7,0,5773.5
2025-04-23,2,29.01,67.13,0,5864.88
2025-04-24,2,30.67,70.51,0,5681.12
2025-04-25,2,29.98,72.32,0,5903.42
2025-04-26,2,28.87,74.86,1,5812.83
2025-04-27,2,31.58,54.94,0,5955.8
2025-04-28,2,29.36,64.41,1,6680.66
2025-04-29,2,26.95,79.09,0,5316.48
2025-04-30,2,28.61,67.0,0,5757.68
2025-05-01,2,26.78,71.34,0,5683.08
2025-05-02,2,27.05,81.07,0,5349.58
2025-05-03,2,27.74,68.41,0,5374.48
2025-05-04,2,26.74,62.15,0,4890.91
2025-05-05,2,27.22,68.05,1,6634.54
2025-05-06,2,28.21,72.97,0,5509.82
2025-05-07,2,28.35,66.4,0,5374.69
2025-05-08,2,27.63,69.02,0,5414.63
2025-05-09,2,27.72,70.59,0,5639.54
2025-05-10,2,28.57,70.57,0,5613.63
2025-05-11,2,28.12,69.7,1,6517.33
2025-05-12,2,26.86,75.91,0,5536.23
2025-05-13,2,31.3,71.07,0,5867.62
2025-05-14,2,29.55,68.56,0,5694.73
2025-05-15,2,30.23,65.35,0,5555.18
2025-05-16,2,30.98,71.24,1,6906.72
2025-05-17,2,31.04,70.31,0,5736.47
2025-05-18,2,30.65,79.59,1,6463.26
2025-05-19,2,32.47,68.3,0,6283.26
2025-05-20,2,32.15,61.6,0,6131.11
2025-05-21,2,30.88,76.88,0,5966.13
2025-05-22,2,35.19,65.44,0,6252.92
2025-05-23,2,34.02,67.78,0,6113.48
2025-05-24,2,33.54,65.29,0,5736.58
2025-05-25,2,34.23,51.99,0,5992.63
2025-05-26,2,35.28,61.63,0,6307.18
2025-05-27,2,33.53,68.97,0,6389.13
2025-05-28,2,31.84,67.9,0,6125.71
2025-05-29,2,35.72,59.59,0,6250.65
2025-05-30,2,33.72,67.27,0,6015.8
2025-05-31,2,33.59,58.63,0,6520.19
2025-06-01,2,32.75,68.18,0,5608.4
2025-06-02,2,31.11,60.91,0,6210.5
2025-06-03,2,32.07,67.43,0,5999.68
2025-06-04,2,32.81,64.7,0,6061.29
2025-06-05,2,30.81,59.21,0,5818.49
2025-06-06,2,31.24,59.37,0,5925.67
2025-06-07,2,28.09,63.46,1,6243.57
2025-06-08,2,29.52,67.64,0,5698.97
2025-06-09,2,31.1,63.21,0,5984.05
2025-06-10,2,31.68,68.14,0,6139.33
2025-06-11,2,31.79,68.72,0,5864.04
2025-06-12,2,29.43,74.16,0,5473.26
2025-06-13,2,31.33,68.77,0,5864.68
2025-06-14,2,34.7,57.03,1,6971.9
2025-06-15,2,33.71,65.37,0,6059.54
2025-06-16,2,34.29,61.04,0,6286.94
2025-06-17,2,34.34,66.05,0,6289.87
2025-06-18,2,33.32,63.18,0,6190.88
2025-06-19,2,37.92,56.66,0,6877.09
2025-06-20,2,35.29,72.83,0,6503.46
2025-06-21,2,34.29,60.02,0,6240.34
2025-06-22,2,36.04,66.65,0,6242.98
2025-06-23,2,39.0,60.0,0,6684.78
2025-06-24,2,34.41,66.04,1,7113.65
2025-06-25,2,35.59,64.02,0,6224.54
2025-06-26,2,35.87,63.05,0,6304.29
2025-06-27,2,36.31,55.9,0,6330.74
2025-06-28,2,36.93,62.21,0,6616.64
2025-06-29,2,38.75,49.03,0,6490.52
2025-06-30,2,33.29,56.18,0,5935.11
2025-07-01,2,34.61,60.73,0,6397.27
2025-07-02,2,34.65,58.48,0,6352.33
2025-07-03,2,30.88,58.07,0,5879.54
2025-07-04,2,33.03,59.02,0,6222.61
2025-07-05,2,33.97,55.9,0,6059.52
2025-07-06,2,33.02,51.9,0,5945.77
2025-07-07,2,32.36,57.51,0,6016.13
2025-07-08,2,32.75,64.21,0,6039.95
2025-07-09,2,32.03,63.83,1,6731.2
2025-07-10,2,33.89,65.06,0,6543.78
2025-07-11,2,31.75,61.74,0,5960.17
2025-07-12,2,32.3,53.74,0,5723.15
2025-07-13,2,33.63,56.12,0,6056.79
2025-07-14,2,34.07,62.57,0,6294.41
2025-07-15,2,34.9,53.58,0,6625.59
2025-07-16,2,33.31,54.86,0,6141.18
2025-07-17,2,33.71,58.18,0,6058.47
2025-07-18,2,33.37,64.59,0,6052.91
2025-07-19,2,33.41,56.04,1,6999.81
2025-07-20,2,34.44,58.5,0,5678.96
2025-07-21,2,37.53,50.62,0,6687.77
2025-07-22,2,37.72,59.07,0,6524.42
2025-07-23,2,36.44,56.23,0,6660.52
2025-07-24,2,37.06,55.6,0,6507.99
2025-07-25,2,36.68,51.44,0,6709.21
2025-07-26,2,36.08,41.96,0,6636.57
2025-07-27,2,34.88,48.19,0,6161.19
2025-07-28,2,36.87,57.94,0,6633.53
2025-07-29,2,35.94,68.58,0,6205.16
2025-07-30,2,35.19,63.4,0,6298.68
2025-07-31,2,35.79,61.83,0,6309.39
2025-08-01,2,33.04,57.67,1,6768.46
2025-08-02,2,29.5,59.63,0,5452.44
2025-08-03,2,35.72,57.15,0,6304.21
